page,links
numpy,"['API', 'Algorithm', 'ArXiv (identifier)', 'Array', 'Array data structure', 'Array data type', 'Array programming', 'Array slicing', 'BSD licenses', 'Basic Linear Algebra Subprograms', 'Bibcode (identifier)', 'Big data', 'Bytecode', 'C++', 'CPython', 'CUDA', 'C (programming language)', 'C Programming Language', 'Central processing unit', 'Compiler', 'Computer cluster', 'Computer vision', 'Corporation for National Research Initiatives', 'Cross-platform', 'CuPy', 'Dask (software)', 'Data buffer', 'Data set', 'Debugger', 'Deep learning', 'Doi (identifier)', 'Drop-in replacement', 'Fortran', 'Function (mathematics)', 'GitHub', 'Graphics processing unit', 'Guido van Rossum', 'High-level programming language', 'ISBN (identifier)', 'ISSN (identifier)', 'Inner loop', 'Interest point detection', 'Interpreter (computing)', 'Jim Hugunin', 'Jython', 'Kernel (image processing)', 'LAPACK', 'Language binding', 'Lawrence Livermore National Laboratory', 'Library (computing)', 'Linear algebra', 'List of algorithms', 'List of numerical-analysis software', 'MATLAB', 'Mask (computing)', 'Massachusetts Institute of Technology', 'Mathematics', 'Matplotlib', 'Matrix (mathematics)', 'MayaVi', 'Memory-mapped file', 'Nature (journal)', 'NumFOCUS', 'Numba', 'Numerical analysis', 'Nvidia', 'Open-source software', 'OpenCV', 'Operating system', 'PMC (identifier)', 'PMID (identifier)', 'Pandas (software)', 'Plot (graphics)', 'Programmer', 'Programming language', 'PyPy', 'Python (programming language)', 'Python syntax and semantics', 'Pythran', 'Reference implementation', 'Repository (version control)', 'S2CID (identifier)', 'Scalar (computing)', 'SciPy', 'Scikit-image', 'Scikit-learn', 'Simulink', 'Software categories', 'Software license', 'Software release life cycle', 'Space complexity', 'Special interest group', 'Statsmodels', 'Stride of an array', 'Subset', 'TensorFlow', 'Tensor Processing Unit', 'Theano (software)', 'Travis Oliphant', 'Volatile memory', 'WDQ (identifier)']"
API,"['AFIPS', 'ANSI-SPARC Architecture', 'API (disambiguation)', 'API testing', 'API writer', 'Abstraction (software engineering)', 'Addison-Wesley', 'Advanced SCSI programming interface', 'Akamai Technologies', 'Apple Inc.', 'Application Program Interface', 'Application binary interface', 'Application program', 'ArXiv (identifier)', 'Ars Technica', 'Asynchronous method invocation', 'Augmented web', 'Berkeley Software Distribution', 'Binary file', 'Bloomberg Businessweek', 'Booting', 'Bus error', 'Bytecode', 'CORBA', 'COVID-19 pandemic', 'Calling convention', 'Carbon (API)', 'Carl Malamud', 'Christopher J. Date', 'CiteSeerX (identifier)', 'Class method', 'Cocoa (API)', 'Command-line interface', 'Common Object Request Broker Architecture', 'Communication endpoint', 'Communication protocol', 'Communications protocol', 'Comparison of application virtual machines', 'Comparison of operating systems', 'Comparison of user features of operating systems', 'Compiler', 'Component Object Model', 'Computer', 'Computer architecture', 'Computer code', 'Computer graphics', 'Computer hardware', 'Computer multitasking', 'Computer network', 'Computer program', 'Computer programmer', 'Computing platform', 'Context switch', 'Cooperative multitasking', 'Copyrighted', 'Court opinion', 'Database', 'Database management system', 'David Wheeler (computer scientist)', 'Defragmentation', 'Denial-of-service attack', 'Device driver', 'Device file', 'DirectX', 'Disk operating system', 'Disk partitioning', 'Distributed Component Object Model', 'Distributed operating system', 'Document Object Model', 'Doi (identifier)', 'Double-chance function', 'EDSAC', 'EHLLAPI', 'Email client', 'Embedded operating system', 'End user', 'Exokernel', 'Factory method pattern', 'Fair use', 'File attribute', 'File system', 'Filing cabinet', 'Fixed-priority pre-emptive scheduling', 'Foreign function interface', 'Forensic software engineering', 'Fortran', 'Framework (computer science)', 'Front and back ends', 'General protection fault', 'Google Guava', 'Google LLC v. Oracle America, Inc.', 'HTTPS', 'Hardware abstraction', 'Hardware independence', 'Hardware independent', 'Hardware interface design', 'Hdl (identifier)', 'History of operating systems', 'Hobbyist operating system', 'Hybrid kernel', 'Hypertext Transfer Protocol', 'ISBN (identifier)', 'ISSN (identifier)', 'Information hiding', 'Inode', 'Input/output', 'Inter-process communication', 'Interface (computing)', 'Interface control document', 'Internet', 'Interoperability', 'Interrupt', 'Inversion of control', 'JSON', 'JavaWorld', 'Java (programming language)', 'Java annotation', 'Java remote method invocation', 'Joshua Bloch', 'Journaling file system', 'Just enough operating system', 'Kernel (operating system)', 'LCCN (identifier)', 'Language binding', 'Library (computing)', 'Linux', 'Linux Standard Base', 'List of 3D graphics APIs', 'List of Java APIs', 'List of operating systems', 'Live CD', 'Live USB', 'Loadable kernel module', 'Lua (programming language)', 'Lyft', 'Macintosh', 'Mashup (web application hybrid)', 'Maurice Wilkes', 'Memory management (operating systems)', 'Memory paging', 'Memory protection', 'Method call', 'Microkernel', 'Microservices', 'Microsoft', 'Microsoft Windows', 'Mobile operating system', 'Modular programming', 'Monolithic kernel', 'Multilevel feedback queue', 'Name mangling', 'Network model', 'Network operating system', ""Nielsen's heuristics"", 'Non-volatile memory', 'OCLC (identifier)', 'Object-oriented operating system', 'Object-oriented programming', 'Ontology engineering', 'OpenAL', 'OpenCL', 'OpenGL', 'OpenMP', 'Open API', 'Open Database Connectivity', 'Open Service Interface Definitions', 'Open innovation', 'Operating system', 'Oracle America, Inc. v. Google, Inc.', 'Oxford English Dictionary', 'Oxford University Press', 'PC World (magazine)', 'POSIX', 'Parsing', 'Plug-in (computing)', 'Preboot Execution Environment', 'Preemption (computing)', 'Procedural programming', 'Process (computing)', 'Process control block', 'Process management (computing)', 'Programming language', 'Proprietary software', 'Protection ring', 'Proxy pattern', 'Punched paper tape', 'Python (programming language)', 'RAML (software)', 'RESTful', 'Real-time operating system', 'Recipe', 'Relational database', 'Remote procedure call', 'Remote procedure calls', 'Representational state transfer', 'Resource-oriented architecture', 'Resource Description Framework', 'Roberto Ierusalimschy', 'Round-robin scheduling', 'Roy Fielding', 'Rump kernel', 'S2CID (identifier)', 'SCSI', 'SOAP', 'SQL injection', 'SWIG', 'Scala (programming language)', 'Scheduling (computing)', 'Segmentation fault', 'Semantic Web', 'Server Application Programming Interface', 'Service-oriented architecture', 'Shell (computing)', 'Shortest job next', 'Simple DirectMedia Layer', 'Software', 'Software architecture', 'Software development kit', 'Software library', 'Stephen Breyer', 'Subroutine', 'Sun Microsystems', 'Supercomputer operating system', 'Supreme Court of the United States', 'System resource', 'The Preparation of Programs for an Electronic Digital Computer', 'Thread (computing)', 'Thread safety', 'Tim Berners-Lee', 'Time-sharing', 'Timeline of operating systems', 'UC Irvine', 'UNIVAC 1100/2200 series', 'USENIX', 'Uber', 'Unikernel', 'United States Court of Appeals for the Federal Circuit', 'Usage share of operating systems', 'User interface', 'User space and kernel space', 'Utility software', 'Vehicle for hire', 'Virtual file system', 'Virtual memory', 'Virtual tape library', 'Vkernel', 'Web 2.0', 'Web API', 'Web content vendor', 'Web resource', 'Web service', 'William Alsup', 'Windows API', 'Wired (magazine)', 'XML', 'XPCOM']"
Algorithm,"['7400 series', 'A.A. Markov', 'A. M. Turing', 'Abacus', 'Abstract machine', 'Ada Lovelace', 'Al-Jabr', 'Al-Kindi', 'Al-jabr', 'Alan Turing', 'Alan Turing: The Enigma', 'Alexander of Villedieu', 'Alfred North Whitehead', 'Algebra', 'Algebra of physical space', 'Algebraic structures', 'Algorism', 'Algorithm', 'Algorithm (disambiguation)', 'Algorithm analysis', 'Algorithm characterizations', 'Algorithm design', 'Algorithm engineering', 'Algorithmic bias', 'Algorithmic composition', 'Algorithmic efficiency', 'Algorithmic entities', 'Algorithmic paradigm', 'Algorithmic synthesis', 'Algorithmic technique', 'Algorithmic topology', 'Algorithms', 'Alonzo Church', 'Analog computer', 'Analysis of algorithms', 'Analytical engine', 'Analytical mechanics', 'Andreas Blass', 'Andrew Hodges', 'Applied mathematics', 'Approximation algorithm', 'Approximation theory', 'Arabic language', 'Arabic mathematics', 'Arabization', 'Ariane 5 Flight 501', 'Arithmetic', 'Array data structure', 'Arthur Zimek', 'Artificial intelligence', 'Asger Aaboe', 'Assembly code', 'Assignment (computer science)', 'Assignment operation', 'Association for Computing Machinery', 'Astronomer', 'Asymptotically optimal', 'Automata theory', 'Automated decision-making', 'Automated reasoning', 'Axiom', 'Babbage', 'Babylonia', 'Babylonian astronomy', 'Babylonian mathematics', 'Back tracking', 'Backtracking', 'Baghdad', 'Baudot code', 'Benchmark (computing)', 'Bertrand Russell', 'Bibcode (identifier)', 'Big O notation', 'Binary search', 'Binary search algorithm', 'Biological neural network', 'Bletchley Park', 'Boolean equation', 'Bosonic string theory', 'Branch and bound', 'Brute-force search', 'Bubble sort', 'Burali-Forti paradox', 'Bureaucratic', 'Busy beaver', 'C (programming language)', 'Calculation', 'Calculator', 'Calculus of variations', 'Calculus ratiocinator', 'Canadian Mathematical Bulletin', 'Carl B. Boyer', 'Chaos theory', 'Charles Babbage', 'Chess', 'Church thesis', 'Church–Turing thesis', 'CiteSeerX (identifier)', 'Classical field theory', 'Claude Shannon', 'Clifford algebra', 'Clifford analysis', 'Clock', 'Code-breaking', 'Codebreaking', 'Coding theory', 'Combinatorial', 'Combinatorics', 'Communications of the ACM', 'Complexity class', 'Computability', 'Computability theory', 'Computation', 'Computational complexity theory', 'Computational geometry', 'Computational mathematics', 'Computational number theory', 'Computational problem', 'Computer algebra', 'Computer network', 'Computer program', 'Computer programs', 'Computer science', 'Conformal field theory', 'Control flow', 'Control table', 'Control theory', 'Convex polytope', 'Cookbook', 'Copyright status of works by the federal government of the United States', 'Correctness (computer science)', 'Cris Moore', 'Cryptanalysis', 'Cryptographic', 'Cryptography', 'Curlie', 'DRAKON', 'Daniel Dennett', 'Data compression', 'Data processing', 'Data structure', 'David Hilbert', 'Decidability (logic)', 'Decimal', 'Decision theory', 'Deductive reasoning', 'Deterministic', 'Deterministic algorithm', 'Diamond v. Diehr', 'Dictionary of Algorithms and Data Structures', 'Difference engine', 'Differential equation', 'Differential form', 'Differential geometry', 'Discrete geometry', 'Discrete mathematics', 'Distributed algorithms', 'Divide-and-conquer algorithm', 'Division algorithm', 'Doi (identifier)', 'Domain of a function', 'Donald Knuth', 'Dynamic programming', 'Dynamical system', 'Effective calculability', 'Effective field theory', 'Effective method', 'Egyptian mathematics', 'Electrical circuit', 'Emil Post', 'Empirical algorithmics', 'Empty string', 'Encyclopedia of Mathematics', 'Entscheidungsproblem', 'Eric W. Weisstein', 'Euclid', ""Euclid's Elements"", ""Euclid's algorithm"", 'Euclidean algorithm', 'European Mathematical Society', 'Execution (computing)', 'Export of cryptography', 'Exterior algebra', 'Exterior calculus', 'Fast Fourier transform', 'Feedback', 'Field theory (physics)', 'Finite-state machine', 'First Babylonian dynasty', 'Flowchart', 'Floyd–Warshall algorithm', 'Formal semantics of programming languages', 'Formal system', 'Formulas', 'Formulation 1', 'Foundations of mathematics', 'Fourier analysis', 'Fraction (mathematics)', 'Frequency analysis', 'Function (mathematics)', 'Functional analysis', 'Functional integration', 'Functional programming', 'Game theory', 'Garbage in, garbage out', 'Gauge theory', 'Gauge theory (mathematics)', 'Genetic algorithm', 'Geoffrey Chaucer', 'Geographer', 'Geometric algebra', 'Geometric analysis', 'Geometric calculus', 'Georg Cantor', 'George B. Dantzig', 'George Boole', 'George Boolos', 'George Stibitz', 'Giuseppe Peano', 'Gottfried Leibniz', 'Gottlob Frege', 'Gottschalk v. Benson', 'Government by algorithm', 'Graph (discrete mathematics)', 'Graph exploration algorithm', 'Graph theory', 'Graphics Interchange Format', 'Greater Iran', 'Greatest common divisor', 'Greedy algorithm', 'Greek mathematics', 'Gregory Chaitin', 'Gödel', 'Halting problem', 'Hamiltonian mechanics', 'Hans-Peter Kriegel', 'Harmonic analysis (mathematics)', 'Hdl (identifier)', 'Hellenistic mathematics', 'Heuristic', 'Heuristic (computer science)', 'Heuristic algorithm', 'Heuristics', 'Hindu–Arabic numeral system', 'Hollerith cards', 'House of Wisdom', 'Howard Aiken', 'Huffman coding', 'Human brain', 'ISBN (identifier)', 'ISSN (identifier)', 'Imperative programming', 'Implementation', 'Indian mathematics', 'Inductive reasoning', 'Infinite loop', 'Information theory', 'Instance (computer science)', 'Integer', 'Integer programming', 'International Council for Industrial and Applied Mathematics', 'Interpreter (computing)', 'Introduction to Algorithms', 'Introduction to Arithmetic', 'Irreducible fraction', 'Iteration', 'J.B. Rosser', 'J. B. Rosser', 'J. Barkley Rosser', 'JSTOR (identifier)', 'Jacquard loom', 'Jacques Herbrand', 'Japan Society for Industrial and Applied Mathematics', 'Jean van Heijenoort', 'John G. Kemeny', 'John Venn', 'John von Neumann', 'Jon Barwise', 'Joseph-Marie Jacquard', 'Karnaugh map', 'Kerala school of astronomy and mathematics', 'Khwarazm', 'Kleene', 'Knapsack problem', ""Kruskal's algorithm"", 'Kurt Gödel', 'Lagrangian mechanics', 'Lambda calculus', 'Las Vegas algorithm', 'Latin', 'Latinisation of names', 'Linear programming', 'List of C-family programming languages', 'List of algorithm general topics', 'List of algorithms', 'List of important publications in theoretical computer science', 'List of mathematics topics', 'Local optimum', 'Local search (optimization)', 'Logic', 'Logic in computer science', 'Logic programming', 'Logical NAND', 'Lookup table', 'Machine code', 'Machine learning', 'Malliavin calculus', 'Martin Davis (mathematician)', 'Marvin Minsky', 'MathWorld', 'Mathematical analysis', 'Mathematical and theoretical biology', 'Mathematical chemistry', 'Mathematical economics', 'Mathematical finance', 'Mathematical induction', 'Mathematical optimization', 'Mathematical physics', 'Mathematical psychology', 'Mathematical sociology', 'Mathematical table', 'Mathematician', 'Mathematics', 'Mathematics in medieval Islam', 'Maximum flow problem', 'Medical algorithm', 'Memoization', 'Memory', 'Merge algorithm', 'Mergesort', 'Mesopotamia', 'Methods of computing square roots', 'Michael T. Goodrich', 'Minsky machine', 'Modular arithmetic', 'Monte Carlo algorithm', 'Muhammad ibn Musa al-Khwarizmi', 'Muhammad ibn Mūsā al-Khwārizmī', 'Multilinear algebra', 'Multivariable calculus', 'National Institute of Standards and Technology', 'Natural language', 'Naïve algorithm', 'Nicomachus', 'Nisba (suffix)', 'Non-deterministic algorithm', 'Numerical analysis', 'Numerical linear algebra', 'Numerical methods for ordinary differential equations', 'Numerical methods for partial differential equations', 'Operation research', 'Operations research', 'Operator algebra', 'Operator theory', 'Optimal substructure', 'Optimization problem', 'Ordinary differential equation', 'Overlapping subproblems', 'Oxford English Dictionary', 'P (complexity)', 'P versus NP problem', 'Parallel algorithm', 'Parameterized complexity', 'Parsing', 'Partial differential equation', 'Partial function', 'Particle physics and representation theory', 'Path integral formulation', 'Persian language', 'Perturbation theory', 'Perturbation theory (quantum mechanics)', 'Philosophy of mind', 'Pidgin code', 'Piotr Indyk', 'Poisson algebra', 'Polynomial time', 'Post–Turing machine', 'Potential theory', 'Praeger Publishers', ""Prim's algorithm"", 'Principia Mathematica', 'Probability distribution', 'Probability theory', 'Proceedings of the London Mathematical Society', 'Profiling (computer programming)', 'Program loops', 'Program optimization', 'Programming language', 'Proof of correctness', 'Pseudocode', 'Quantity', 'Quantum algorithm', 'Quantum computation', 'Quantum computing', 'Quantum entanglement', 'Quantum field theory', 'Quantum group', 'Quantum superposition', 'RP (complexity)', 'Random variable', 'Randomized algorithm', 'Randomized algorithms', 'Randomness', 'Recipe', 'Recursion', 'Recursion (computer science)', 'Recursive algorithm', 'Recursively enumerable set', 'Reductio ad absurdum', 'Reduction (complexity)', 'Regulation of algorithms', 'Relatively prime', 'Relay', 'Remainder', 'Renormalization group', 'Rhind Mathematical Papyrus', 'Richard Jeffrey', 'Richard Paradox', 'Rigorous', 'Robert Kowalski', 'Robert N. Bellah', 'Roberto Simanowski', 'Roberto Tamassia', 'Roman numerals', 'Russell paradox', 'S2CID (identifier)', 'Search algorithm', 'Selection algorithm', 'Shuruppak', 'Sieve of Eratosthenes', 'Simon and Schuster', 'Simplex algorithm', 'Simulated annealing', 'Social choice theory', 'Society for Industrial and Applied Mathematics', 'Société de Mathématiques Appliquées et Industrielles', 'Software patent', 'Software patent debate', ""Sollin's algorithm"", 'Sorting algorithm', 'Spacetime algebra', 'Spaghetti code', 'Stack (data structure)', 'Stanford University', 'Stanley Jevons', 'State University of New York at Stony Brook', 'State diagram', 'State transition table', 'Statistical field theory', 'Statistics', 'Stephen C. Kleene', 'Stephen Cole Kleene', 'Stephen Kleene', 'Stochastic calculus', 'Stochastic differential equation', 'Stochastic process', 'String algorithms', 'String theory', 'Structured program theorem', 'Sulbasutras', 'Sumer', 'Superalgebra', 'Supersymmetric quantum mechanics', 'Supersymmetric theory of stochastic dynamics', 'Supersymmetry', 'Supersymmetry algebra', 'Syllogism', 'Symbolic language (programming)', 'Synthetic rubber', 'Tabu search', 'Telegraph', 'Teleprinter', 'Tensor', 'Tensor calculus', 'The Unreasonable Effectiveness of Mathematics in the Natural Sciences', 'Theory of computation', 'Thomas E. Kurtz', 'Ticker tape', 'Topic outline of mathematics', 'Topological field theory', 'Topological string theory', 'Total function', 'Towers of Hanoi', 'Transform and conquer algorithm', 'Turing-complete', 'Turing complete', 'Turing machine', 'Turing machines', 'Turing reduction', 'Unary numeral system', 'Unisys', 'United States Patent and Trademark Office', 'University of Indianapolis', 'Uzbekistan', 'Validated numerics', 'Vector calculus', 'Verge escapement', 'Volume', 'Wayback Machine', 'Wikiversity', 'Yuri Gurevich', 'Zero', 'Zero-error Probabilistic Polynomial time', 'Λ-calculus']"
ArXiv (identifier),"['Academic journal', 'Administrative Science Quarterly', 'Aleph Samach', 'All Sports Competition (Cornell University)', 'Andrew Dickson White', 'Andrew Dickson White House', 'ArXiv (identifier)', 'Archive', 'Astronomy', 'BASE (search engine)', 'Bailey Hall (Ithaca, New York)', 'Balch Hall', 'Barnes Hall', 'Barton Hall', 'Bibcode (identifier)', 'Boyce Thompson Institute for Plant Research', 'Bradfield Hall', 'CORE (research service)', 'Caldwell Hall (Ithaca, New York)', 'Challenge grant', 'Charles F. Berman Field', 'Chi (letter)', 'Chronicle of Higher Education', 'Client-side', 'Computer science', 'Computing and Communications Center, Cornell University', 'Comstock Hall (Ithaca, New York)', 'Cornell Big Red', 'Cornell Big Red Marching Band', 'Cornell Big Red Pep Band', 'Cornell Big Red baseball', 'Cornell Big Red football', ""Cornell Big Red men's basketball"", ""Cornell Big Red men's ice hockey"", ""Cornell Big Red men's lacrosse"", ""Cornell Big Red men's soccer"", ""Cornell Big Red men's squash"", ""Cornell Big Red women's basketball"", ""Cornell Big Red women's ice hockey"", 'Cornell Big Red wrestling', 'Cornell Botanic Gardens', 'Cornell Catholic Community', 'Cornell Central Campus', 'Cornell Chimes', 'Cornell Chronicle', 'Cornell Club of New York', 'Cornell Dairy', 'Cornell Institute for Public Affairs', 'Cornell International Affairs Review', 'Cornell International Law Journal', 'Cornell Journal of Law and Public Policy', 'Cornell Lab of Ornithology', 'Cornell Laboratory for Accelerator-based Sciences and Education', 'Cornell Law Review', 'Cornell Law School', 'Cornell North Campus', 'Cornell Policy Review', 'Cornell Tech', 'Cornell Theory Center', 'Cornell University', 'Cornell University Board of Trustees', 'Cornell University Chorus', 'Cornell University College of Agriculture and Life Sciences', 'Cornell University College of Architecture, Art, and Planning', 'Cornell University College of Arts and Sciences', 'Cornell University College of Engineering', 'Cornell University College of Human Ecology', 'Cornell University College of Veterinary Medicine', 'Cornell University Glee Club', 'Cornell University Graduate School', 'Cornell University Library', 'Cornell University Press', 'Cornell University School of Hotel Administration', 'Cornell University School of Industrial and Labor Relations', 'Cornell West Campus', 'Cornell gorge suicides', 'Cornelliana', 'Cornell–Harvard hockey rivalry', 'Creative Commons', 'Creative Commons licenses', 'CrossRef', 'D-Lib Magazine', 'Deke House (Ithaca, New York)', 'Diacritics (journal)', 'Disciplinary repository', 'Doi (identifier)', 'Domain name', 'Dragon Day', 'Drug Discovery & Development', 'E-print', 'E-prints', 'EContent', 'Economics', 'Electrical engineering', 'Electronic submission', 'Epoch (American magazine)', 'Ezra Cornell', 'F. R. Newman Arboretum', 'FTP', ""Far Above Cayuga's Waters"", ""Fermat's Last Theorem"", 'Fernow Hall (Ithaca, New York)', 'Fields Medal', 'Form (HTML)', 'Fuertes Observatory', 'Give My Regards to Davy', 'Gopher (protocol)', 'Green open access', 'Grigori Perelman', 'Hartung–Boothroyd Observatory', 'Herbert F. Johnson Museum of Art', 'History of Cornell University', 'Hotel Ezra Cornell', 'Hoy Field (Cornell)', 'ISSN (identifier)', 'Industrial and Labor Relations Review', 'International Journal on Grey Literature', 'Internet', 'Irving Literary Society (Cornell University)', 'Ivy League', 'Joanne Cohn', 'Journal of Computer Documentation', 'Journal of Empirical Legal Studies', 'Kitsch (magazine)', 'LANL', 'LaTeX', 'Legal Information Institute', 'List of Cornell University alumni', 'List of Cornell University buildings', 'List of Cornell University faculty', 'List of Cornell University songs', 'List of academic databases and search engines', 'List of academic journals by preprint policy', 'List of fraternities and sororities at Cornell University', 'List of preprint repositories', 'List of presidents of Cornell University', 'Literary societies', 'Llenroc', 'Los Alamos National Laboratory', 'Lynah Rink', 'MacArthur Fellowship', 'Mathematical finance', 'Mathematician', 'Mathematics', 'McGraw Tower', 'Metadata', 'Millennium Prize Problems', 'Mirror website', 'Morrill Hall (Cornell University)', 'Morrill Land Grant Act of 1862', 'Mosaic (web browser)', 'Nature (journal)', 'New German Critique', 'New York State College of Forestry at Cornell', 'Newman Arena', 'Notices of the American Mathematical Society', 'OAI-PMH', 'OCLC (identifier)', 'Open-access repository', 'Open access', 'Open access (publishing)', 'Open access repositories', 'Oyez Project', 'PDF', 'PMC (identifier)', 'PMID (identifier)', 'Paul Ginsparg', 'Peer review', 'Physics', 'Physics Today', 'Physics World', 'Poincaré conjecture', 'Postprint', 'Postprints', 'Preprint', 'Preprints', 'Public domain', 'Quantitative biology', 'Quill and Dagger', 'RSS feed', 'Rice Hall (Ithaca, New York)', 'Risley Residential College', 'Robert Trent Jones Golf Course', 'S2CID (identifier)', 'Sage Chapel', 'Sage Hall', 'Samuel Curtis Johnson Graduate School of Management', 'Schoellkopf Field', 'Scholarly peer review', 'Science (journal)', 'Scientific journal', 'Scientific papers', 'Scientific publishing', 'Self-archiving', 'Simons Foundation', 'Slope Day', 'Sphinx Head', 'Statistics', 'Statue of Ezra Cornell', 'Sydney Morning Herald', 'TeX', 'Telluride House', 'The Cornell Daily Sun', 'The Cornell Lunatic', 'The Cornell Review', 'The New York Times', 'The Philosophical Review', 'The Scientist (magazine)', ""Thurston's geometrization conjecture"", 'Touchdown (mascot)', 'Tri-Institutional MD–PhD Program', 'Unpaywall', 'WVBR-FM', 'Weill Cornell Medical College', 'Weill Cornell Medical College in Qatar', 'Weill Graduate School of Medical Sciences', 'Wilder Brain Collection', 'Willard Straight Hall', 'Word processor', 'World Wide Web']"
Array,"['ARRAY', 'Antenna array', 'Array Collective', 'Array Networks', 'Array data structure', 'Array data type', 'Array gain', 'Array mbira', 'Array processing', 'Array programming', 'Array slicing', 'Associative array', 'Asynchronous array of simple processors', 'Ball grid array', 'Bit array', 'Color filter array', 'Commission of Array', 'Costas array', 'Disk array', 'Dynamic array', 'Field-programmable gate array', 'Field emitter array', 'Gate array', 'Global Arrays', 'Halbach array', 'Holor', 'ICL Distributed Array Processor', 'Intel Array Visualizer', 'Intersection array', 'Jagged array', 'Land grid array', 'Linear diode array', 'Matrix (mathematics)', 'Microarray', 'Microphone array', 'Monge array', 'Parallel array', 'Parametric array', 'Phased-array optics', 'Photovoltaic array', 'Pin grid array', 'Processor array', 'Programmable Array Logic', 'Reconfigurable datapath array', 'Serialism', 'Sparse array', 'Spiral array model', 'Standard array', 'Staring array', 'Systolic array', 'Telescope array', 'Tone row', 'Towed array sonar', 'Transistor array', 'Twelve-tone technique', 'Variable-length array', 'Video Graphics Array', 'Visual feature array', 'Wi-Fi array']"
